구분,상호,업종,소재지,주소,전화번호,할인내용
2483,복두꺼비식당,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 10,043-836-4243,이용금액의 3%
2484,본가,일반음식점,증평군,충청북도 증평군 증평읍 삼보로 7길 32,043-836-5545,이용금액의 2%
2485,부마포차,일반음식점,증평군,충청북도 증평군 증평읍 역전로 50,043-8474-8326,이용금액 3% 할인
2486,부영손두부,음식업,증평군,충청북도 증평군 증평읍 윗장뜰길 74,043-836-3773,2만원이상 5%
2487,부원정육식당,일반음식점,증평군,충청북도 증평군 증평읍 중앙로5길 11-1,043-836-6181,이용금액의 3%
2488,부자닭갈비,음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 43,043-838-3506,이용금액 3% 할인
2489,불닭발 땡초 동대문엽기떡볶이,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 197,043-838-8593,이용금액 3% 할인
2490,붕붕카세차장,자동차수리,증평군,충청북도 증평군 증평읍 문화로 98,,차량정비시 공임5%할인
2491,비발디음악학원,학원,증평군,충청북도 증평읍 초중6길 8 상가 204호,043-836-3850,10% 할인
2492,비비큐증평점,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 190,043-836-0013,이용금액 3% 할인
2493,뺑덕어미,일반음식점,증평군,충청북도 증평군 증평읍 삼보로 7길 22,043-836-6612,이용금액 3% 할인
2494,뼈도둑감자탕,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 75,043-838-8791,이용금액 3% 할인
2495,산골식당,일반음식점,증평군,충청북도 증평군 증평읍 창신로 69-1,043-836-6619,이용금액 3% 할인
2496,산마을,일반음식점,증평군,충청북도 증평군 증평읍 초중2길 15-11,043-836-3831,이용금액의 2%
2497,산천마가든,한식,증평군,충청북도 증평군 도안면 성도리길 1,043-838-9797,이용금액의 3%
2498,살아있는 해물짬뽕,음식점,증평군,충청북도 증평군 증평읍 삼보로 7길 13,043-836-0506,음료수 제공 
2499,삼보약국,약국,증평군,충청북도 증평군 증평읍 중앙로 154,043-836-5346,5% 할인
2500,삼보페인트,페인트점,증평군,충청북도 증평군 증평읍 장뜰로 39,043-838-0366,10% 할인
2501,삼순이,일반음식점,증평군,충청북도 증평군 증평읍 삼보로7길 35,043-838-8020,이용금액의 3%
2502,삼일마트,유통,증평군,충청북도 증평군 증평읍 장뜰로 110,043-838-1076,이용금액 3% 할인
2503,삼일식당,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 225,043-836-5300,이용금액 3% 할인
2504,삼청각 설렁탕,일반음식점,증평군,충청북도 증평군 증평읍 광장로 141,043-838-9048,5% 할인
2505,삼화페인트,페인트점,증평군,충청북도 증평군 증평읍 중앙로6길 1,043-836-3176,10% 할인
2506,새천년통신,휴대폰판매,증평군,충청북도 증평군 증평읍 삼일로5길 19,043-838-2366,이용금액 2% 할인
2507,샤브&동,음식업,증평군,충청북도 증평군 증평읍 역전로 19,043-836-4489,이용금액의 1% 할인
2508,샤브앤구이,일반음식점,증평군,충청북도 증평군 증평읍 삼보로7길 7,043-838-3336,이용금액 3% 할인
2509,샬롬분식,음식업,증평군,충청북도 증평군 증평읍 아랫장뜰길 52-3,043-836-1600,현금5만원이상2%
2510,서울철물,철물점,증평군,충청북도 증평군 증평읍 중앙로 150,043-836-1291,10% 할인
2511,선일공구철물,철물점,증평군,충청북도 증평군 증평읍 중앙로 101,043-838-0966,5% 할인
2512,성호네왕족발,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 10길 8,043-838-3589,이용금액의 2%
2513,소문난등뼈해장국,음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 47,043-838-7987,이용금액 3% 할인
2514,소문난장터순대 1호점,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 27,043-836-8852,이용금액 3% 할인
2515,소보양본가,일반음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 40-1,043-836-2007,이용금액 3% 할인
2516,손수 해물 칼국수,음식업,증평군,충청북도 증평군 증평읍 충청대로 1758,043-836-7797,이용금액의 1% 할인
2517,송담추어탕,일반음식점,증평군,충청북도 증평군 증평읍 역전로 5-3,043-838-4100,1% 할인
2518,쇠마루식당,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 60,043-836-5383,이용금액 3% 할인
2519,수금식당,음식업,증평군,충청북도 증평군 증평읍 송산로 64,043-836-0034,이용금액의 2% 할인
2520,순수에스테틱,피부관리실,증평군,충청북도 증평군 증평읍 북부두름길 48 4층,043-836-8365,이용금액 5% 할인
2521,쉘터 462,휴게음식점,증평군,충청북도 증평읍 광장로 189-1,,20% 할인
2522,쉬즈센스,피부관리실,증평군,충청북도 증평군 증평읍 충청대로 1756 예다인A 1001-203,043-838-3321,산전후관리 10% 할인4자녀이상 20% 할인
2523,스마일학원,보습입시학원,증평군,충청북도 증평근 증평읍 교동길 27,043-836-1905,학원비 20% 할인
2524,시장반점,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 34-2,043-836-3155,이용금액의 2%(배달시 不)
2525,신도OA,도소매업,증평군,충청북도 증평군 증평읍 삼일로 65,043-838-0963,이용금액의 2%
2526,신성카센터,자동차정비업,증평군,충청북도 증평군 증평읍 창신로 4-1,043-836-6078,3% 할인
2527,신육회포차,일반음식점,증평군,충청북도증평군 증평읍 윗잘뜰길 30,043-838-6611,이용금액 3% 할인
2528,신일생고기촌,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 41,043-838-7318,이용금액 3% 할인
2529,아띠랑스,의류,증평군,충청북도 증평군 삼일로11길 23,,이용금액 5% 할인
2530,아리따움 증평점,화장품,증평군,충청북도 증평군 증평읍 중앙로 193-2,043-836-9171,이용금액 3% 할인
2531,아이뽀스튜디오,서비스업,증평군,충청북도 증평군 증평읍 창신로 8-1,043-838-8320,가족사진촬영시 10%
2532,어미생선구이,음식점,증평군,충청북도 증평군 증평읍 중동길 18,043-838-3192,이용금액 3% 할인
2533,역전식당,일반음식점,증평군,충청북도 증평군 도안면 화성로 65,043-836-9700,이용금액의 3%
2534,연승열헤어클럽,미용업,증평군,충청북도 증평군 증평읍 윗장뜰길 54,043-838-4769,이용액의 10%
2535,영춘관,일반음식점,증평군,충청북도 증평군 증평읍 중앙로6길 25,043-836-8256,이용금액 3% 할인
2536,영현이네 감자탕,일반음식점,증평군,충청북도증평군 증평읍 역전로 27,043-838-0776,이용금액 3% 할인
2537,예술공간미용실,미용업,증평군,충청북도 증평군 증평읍 장뜰로 66-1,043-836-3553,이용금액의 3%
2538,예술사진관,사진관,증평군,충청북도 증평군 증평읍 아랫장뜰길 54-1,043-836-4567,가족사진촬영시 20% 할인
2539,옛날손짜장복흥루,일반음식점,증평군,충청북도 증평군 증평읍 초중로 18,043-838-8926,이용금액 3% 할인
2540,오색정 떡갈비 한정식,일반음식점,증평군,충청북도 증평군 증평읍 송티로 36,043-836-0370,음료수 제공 
2541,왕순대,음식업,증평군,충청북도 증평군 증평읍 아랫장뜰길 46,043-838-0048,음식료10%
2542,용우동 ,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 51,043-835-5111,5% 할인
2543,우리식당,한식,증평군,충청북도 증평군 증평읍 아랫장뜰길 44,043-838-4378,이용금액의 2%
2544,우리안경원,안경점,증평군,충청북도 증평군 증평읍 중앙로 170-3,043-838-0700,20% 할인
2545,울엄마양평해장국 증평점,음식점,증평군,충청북도 증평군 증평읍 광장로 112-1,043-838-1223,음료수 제공 
2546,원갈비,음식업,증평군,충청북도 증평군 증평읍 중앙로 235,043-836-0114,음식료의 5%(백반제외)
2547,월악칡냉면,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 21,043-836-2996,이용금액의 2%
2548,윤식당,일반음식점,증평군,충청북도증평군 증평읍 윗장뜰길 36,043-836-9282,이용금액 3% 할인
2549,으뜸뜨개방,소매업,증평군,충청북도 증평군 증평읍 아랫장뜰길 55,043-836-8578,이용금액 5% 할인
2550,의정부부대찌개미스햄,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 86,043-836-5586,음료수 제공 
2551,이레미용타운,미용업,증평군,충청북도 증평군 증평읍 장뜰로 66-1,043-836-1275,이용요금 5%
2552,이불할인마트,의류 침구류,증평군,충청북도 증평군 증평읍 중앙로 196,043-838-0067,이용금액 20% 할인
2553,이석해물칼국수,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 170-6,043-838-9282,이용금액 3% 할인
2554,일미분식,일반음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 40,043-836-3478,가족동반시 5%
2555,일배막창,일반음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 34,043-836-1305,1% 할인
2556,장뜰순대,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 27-1,043-836-8866,이용금액의 3%
2557,장보약초상회,약초업,증평군,충청북도 증평군 증평읍 삼일로 11길 21,,2% 할인
2558,장생영양탕,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 34-2,043-836-4118,이용금액의 3%
2559,장수소머리국밥,일반음식점,증평군,충청북도증평군 증평읍 중동길 16,043-838-3378,이용금액 3% 할인
2560,장연식당,일반음식점,증평군,충청북도 증평군 증평읍 초중8길 7,043-836-3829,이용금액의 3%
2561,전주콩나물해장국,음식업,증평군,충청북도 증평군 증평읍 윗장뜰길 62,043-838-0774,현금10만원이상5%
2562,제빵공작소,휴게음식점,증평군,충청북도증평읍 증평로 3 상가동 101호,043-836-8522,2만원 이상 구매시 5% 할인
2563,제이드뷰티피부관리실,피부관리실,증평군,충청북도 증평군 증평읍 중앙로6길 11-1,,3% 할인
2564,조구성 스튜디오,사진관,증평군,충청북도 증평군 증평읍 중앙로 190-3,043-836-6448,사진관련품목10%
2565,조선설렁탕&갈비,음식업,증평군,충청북도 증평군 증평읍 초중2길 20,043-838-0042,이용금액의 5%
2566,조선시대,음식업,증평군,충청북도 증평군 증평읍 인삼로 337-1,043-836-4866,3만원이상 다자녀카드결재시 2%
2567,조앤리헤어클럽,미용업,증평군,충청북도 증평군 증평읍 중앙로 194,043-836-1150,이용금액 10%(컷트제외)
2568,종로상회,일반음식점,증평군,충청북도 증평군 증평읍 중앙로3길 2,,이용금액 3% 할인
2569,좌구산정,일반음식점,증평군,충청북도증평군 증평읍 중앙로 201-3,043-838-1114,이용금액 3% 할인
2570,주노리미용실,미용업,증평군,충청북도 증평군 증평읍 중앙로 6길 23,043-836-6773,컷트10%
2571,주성닭갈비,음식업,증평군,충청북도 증평군 증평읍 중앙로10길 6 (1층),043-838-8557,이용금액 10% 할인
2572,중앙그릇백화점,그릇,증평군,충청북도 증평군 증평읍 장뜰로 53,043-836-2104,5% 할인
2573,중앙모터,모터펌프 판매수리,증평군,충청북도 증평군 증평읍 삼보로5길 5-7,043-838-8620,5% 할인
2574,증평가방,도소매업,증평군,충청북도 증평군 증평읍 장뜰로 68,043-836-5722,5만원이상2%
2575,증평군 장애인복지관,사회복지시설,증평군,충청북도 증평군 증평읍 보건복지로 56-1,043-835-4288,이용금액 2% 할인
2576,증평농약사,농약사,증평군,충청북도 증평군 증평읍 삼일로 11길 27,043-836-4997,5% 할인
2577,증평대한장례식장,장례업,증평군,충청북도증평읍 인삼로 323,043-836-7002,접객실 및 빈소 사용료 30% 할인
2578,증평떡방앗간,방앗간,증평군,충청북도 증평군 증평읍 아랫장뜰길 40-2,043-838-6088,10% 할인
2579,증평삼계탕전문점,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 32,043-838-8582,이용금액 3% 할인
2580,증평식당,음식점,증평군,충청북도 증평군 증평읍 삼일로11길 26-1,043-838-4760,이용금액 3% 할인
2581,증평옹심이칼국수,음식점,증평군,충청북도 증평군 증평읍 중앙로 170-6,043-838-9082,음료수 제공 
2582,증평지역자활센터(가마솥누룽지),누룽지,증평군,충청북도 증평군 증평읍 광장로 167  ,043-838-9250,2천원 할인
2583,증평칼라현상소,사진관,증평군,충청북도 증평군 증평읍 중앙로 224-1,043-836-5882,사진현상
2584,쫄병네부대찌개,음식업,증평군,충청북도 증평군 증평읍 중동길 16,043-838-7194,음식료 50000원이상 현금시 3%
2585,쭈꾸미고수,음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 37,043-836-1305,이용금액 3% 할인
2586,차부식당,음식업,증평군,충청북도 증평군 증평읍 광장로 91,043-836-6035,음식료 30000원이상 10%
2587,참참식당,일반음식점,증평군,충청북도 증평군 증평읍 초중2길 15-15,043-836-4236,이용금액의 3%
2588,천리안안경원,안경소매,증평군,충청북도 증평군 증평읍 중앙로 218,043-836-1090,현금5만원이상5%
2589,청솔곱창,음식업,증평군,충청북도 증평군 증평읍아랫장뜰길 66,043-836-1318,5만원이상 현금결제시 2%할인
2590,청안골 육개장,일반음식점,증평군,충청북도 증평군 증평읍 중앙로 6길 22,043-836-1885,이용금액 3% 할인
2591,청주역골목오리탕증평점,일반음식점,증평군,충청북도 증평군 증평읍 교동길 19-1,043-836-0252,이용금액의 3%
2592,충남오토바이,도소매업,증평군,충청북도 증평군 증평읍 창신로 55,043-836-2207,20만원이상 3%
2593,칡냉면 땡기는 날,음식업,증평군,충청북도 증평군 증평읍 아랫장뜰길52-2,043-838-7027,음식료10%
2594,커피산책,음식업,증평군,충청북도 증평군 증평읍 광장로 96,043-836-3553,이용금액의 3% 할인
2595,컨츄리수제돈까스,일반음식점,증평군,충청북도 증평군 증평읍 송산로1길 7,043-838-0175,10% 할인(배달 포장 포인트적립 제외)
2596,컬투치킨 증평사랑점,치킨,증평군,충청북도 증평군 증평읍 광장로 105-1,043-838-9282,3% 할인
2597,퀸즈헤나,미용,증평군,충청북도 증평군 증평읍 초중8길 29,043-838-9995,레귤러 회원 재구매시 10% 할인
2598,크린토피아 증평파라디아점,세탁소,증평군,충청북도 증평군 증평읍 충청대로 1755 1001-110,043-838-3014,이용금액의 1% 할인
2599,태능갈비,음식점,증평군,충청북도 증평군 증평읍 장뜰로 16,043-836-2003,이용금액 3% 할인
2600,태성추어탕,음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 95,043-838-7789,이용금액 3% 할인
2601,태양식당,음식업,증평군,충청북도 증평군 증평읍 삼보로 132,043-836-5522,음식료 10%
2602,토지,일반음식점,증평군,충청북도 증평군 증평읍 초정약수로 1039,043-838-4639,이용금액의 2%
2603,트라이전문점,의류,증평군,충청북도 증평군 증평읍 윗장뜰길 56,043-836-1383,구입금액의 3%
2604,파파야,음식업,증평군,충청북도 증평군 증평읍 광장로 103,043-838-8837,음식료 30000원이상 10%
2605,페리카나 치킨,음식업,증평군,충청북도 증평군 증평읍 중앙로 173,043-836-4015,음식료10%
2606,풍년골,일반음식점,증평군,충청북도 증평군 증평읍 장뜰로 22,043-838-2557,이용금액의 2%
2607,풍년떡고을,제조업,증평군,충청북도 증평군 증평읍 중앙로 8길 5-1,043-838-5808,이용액 10만원이상 3%
2608,피아노개인과외교습소,교습소,증평군,충청북도 증평군 증평읍 대동길 4,043-836-2144,교습비 10% 할인
2609,핀란디아종합가구,가구,증평군,충청북도 증평군 증평읍 중앙로8길 19,,1% 할인
2610,한반도부동산,부동산,증평군,충청북도 증평군 증평읍 삼보로 91,043-838-4949,중개수수료 면제(임대차계약)
2611,한양시래기명태조림,일반음식점,증평군,충청북도 증평군 증평읍 인삼로 75 102호 103호,043-838-8879,5% 할인
2612,한양진 한우전문점,일반음식점,증평군,충청북도 증평군 증평읍 초중로 89,043-836-3340,이용금액의 3%
2613,한우명장,음식점,증평군,충청북도 증평군 증평읍 증평로 19,043-838-1222,이용금액 3% 할인
2614,함지박소머리국밥,일반음식점,증평군,충청북도 증평군 증평읍 역전로 17,043-836-5675,이용금액의 3%
2615,해오름식당,음식업,증평군,충청북도 증평군 증평읍 윗장뜰길 76,043-838-1839,현금 5만원이상 5%
2616,햇살밥상,일반음식점,증평군,충청북도 증평군 증평읍 윗장뜰길 68-1,043-838-1670,이용금액 3% 할인
2617,향토식당,일반음식점,증평군,충청북도 증평군 증평읍 삼일로3길 13,043-836-3060,삼만원 이상시 5% 할인
2618,헤어 캐스팅,미용업,증평군,충청북도 증평군 증평읍 장뜰로 57-1,043-836-6930,파마 3%
2619,현대식당,일반음식점,증평군,충청북도 증평군 증평읍 역전로 42-1,043-838-3524,이용금액 3% 할인
2620,현대안경원,안경점,증평군,충청북도 증평군 증평읍 장뜰로 69,043-838-2190,이용금액 10% 할인
2621,현대카센터,자동차정비업,증평군,충청북도 증평군 증평읍 초중6길 79-1,043-836-4024,3% 할인
2622,화랑사,소매,증평군,충청북도 증평군 증평읍 중앙로 220-1,043-836-4186,이용금액 10% 할인
2623,화선집,음식점,증평군,충청북도 증평군 증평읍 중동길 9-1,043-836-2272,이용금액 3% 할인
2624,황금돼지 아구찜,음식점,증평군,충청북도 증평군 증평읍 아랫장뜰길 54,043-836-1575,이용금액 3% 할인
2625,황부자식당,일반음식점,증평군,충청북도 증평군 증평읍 가장골1길 6,043-836-1415,3% 할인
2626,(합)한승전력,전기업,진천군,충청북도 진천군 진천읍 상산로 10-10,043-537-6677,카드소지자 3%할인
2627,CU편의점,편의점,진천군,충청북도 진천군 덕산면 합옥리 339-20,,다자녀카드 2%할인 
2628,D 올,액세서리,진천군,충청북도 진천군 진천읍 중앙북4길-7,043-533-2242,다자녀카드 결재시 3%할인
2629,D.올,패션잡화,진천군,충청북도 진천군 진천읍 중앙북4길 7,043-533-2242,다자녀카드 결제시 3%할인
2630,EM마을꽃향기,소매업,진천군,충청북도 진천군 진천읍 원덕리 390,043-533-5985,다자녀카드 결제 시 2%할인
2631,GS25진천교성점,편의점,진천군,충청북도 진천군 진천읍 남산길 18,043-536-5577,다자녀카드 결제시 5%할인
2632,JY농민농약,소매업,진천군,충청북도 진천군 이월면 진광로 829-2,043-536-8036,다저녀카드 결제시 2%할인
2633,MY디저트,음식점,진천군,충청북도 진천군 진천읍 중앙동2길 10,043-537-1448,다자녀우대카드결제시 1%할인
2634,S라인,의류소매,진천군,충청북도 진천군 진천읍 중앙서로 31-1,043-533-4428,다자녀카드결제시 5%할인
2635,가마골 왕순대,음식업,진천군,충청북도 진천군 진천읍 문진로 1443,043-536-7474,다자녀카드 결제시 10%할인
2636,가마솥밥상,음식업,진천군,충청북도 진천군 덕산면 용몽2길 18,043-537-9992,주말 3자녀 이상 가족 5% 할인
2637,가온누리샤브칼국수,음식업,진천군,충청북도 진천군 덕산면 예지1길 3-2,043-537-2268,세자녀 동반 시 음료서비스
2638,가장맛있는 족발,음식업,진천군,충청북도 진천군 진천읍 남산길 94,043-534-5849,세자녀 동반 시 음료서비스
2639,가정꽃화원,생화,진천군,충청북도 진천군 진천읍 문화로 155-,043-533-3646,다자녀카드결제시 10%할인
2640,간이역 2호점,음식업,진천군,충청북도 진천군 진천읍 중앙동2길 1,043-533-5792,판매액의 5%할인
2641,감나무집,음식업,진천군,충청북도 진천군 진천읍 남산길 38,043-533-3767,다자녀카드 결제시 10%할인
2642,강성란미용실,서비스,진천군,충청북도 진천군 진천읍 중앙서로 33,043-533-5670,다자녀카드 결제시 5%할인
2643,개미가든,음식업,진천군,충청북도 진천군 초평면 구정로 61,043-838-8686,식비 5% 할인
2644,갤러리아,의류,진천군,충청북도 진천군 진천읍 상산로 78,043-534-8203,다자녀우대카드 제시시 5% 할인
2645,건강종합약국,의약품,진천군,충청북도 진천군 진천읍 중앙동로 100,043-534-5573,다자녀카드 3%할인
2646,경로식당,음식업,진천군,충청북도 진천군 진천읍 문화7길 12-6,043-533-2716,다자녀카드소지자 3%할인
2647,경아두마리치킨,음식업,진천군,충청북도 진천군 덕산면 대하로 87-1,043-536-5283,세자녀 동반 시 음료서비스
2648,경희네만두,한식,진천군,충청북도 진천군 진천읍 중앙동6길 2-1,043-533-2168,다자녀우대카드 결제시 2%할인
2649,고기1번지,음식업,진천군,충청북도 진천군 광혜원면 화랑길 77,043-535-9393,세자녀동반시 구워먹는 치즈 10개 서비스
2650,고모는 맛달인,음식업,진천군,충청북도 진천군 진천읍 중앙서로 45,043-536-3259,카드결제시 5%할인
2651,고바우식당,음식업,진천군,충청북도 진천군 진천읍 중앙서로 53-7,043-535-1015,다자녀카드 2%할인
2652,고향만두식당,음식업,진천군,충청북도 진천군 덕산면 초금로 733-1,043-536-7204,다자녀카드 결제시 3%할인
2653,고향집,음식업,진천군,충청북도 진천군 진천읍 문화로 319-5,043-533-9573,음식 5% 할인
2654,고향집,음식업,진천군,충청북도 진천군 초평면 초평로 1061-23,043-532-6448,다자녀 4인이상 5%할인
2655,골목식당,음식업,진천군,충청북도 진천군 초평면 초동로 12-10,043-532-8181,주말 3자녀이상 가족동반에 한하여 5%할인
2656,골목집식당,음식업,진천군,충청북도 진천군 진천읍 중앙서2길 9,043-535-8545,다자녀우대카드 결제시 5%할인
2657,곰가내,음식업,진천군,충청북도 진천군 백곡면 백곡로 835-8,043-532-0767,주말 3자녀이상 가족동반에 한하여 10%할인
2658,광신미용실,미용업,진천군,충청북도 진천군 진천읍 중앙북4길 38-2,043-533-3181,다자녀카드결제시 5%할인
2659,광일문구총판,문구류,진천군,충청북도 진천군 진천읍 중앙서로 19,043-533-8074,다자녀카드 5%할인
2660,광혜원검도관,교육서비스업,진천군,충청북도 진천군 광혜원면 화랑7길 13 1층,043-535-1118,다자녀카드결재시 3%할인
2661,교촌치킨,음식업,진천군,충청북도 진천군 진천읍 상산로 64,043-534-9024,다자녀카드 소지자 5%할인
2662,국일관 식당,음식업,진천군,충청북도 진천군 이월면 송림5길 10,043-537-8989,5%할인
2663,굴암산가든,음식업,진천군,충청북도 진천군 광혜원면 구암길 80,043-535-2800,주말 세자녀이상 동행가족 고객에 한하여 10%할인
2664,굼터,음식업,진천군,충청북도 진천군 광혜원면 화랑2길 13,043-532-2792,세자녀 동반 시 음료서비스
2665,궁채석갈비,한식,진천군,충청북도 진천군 진천읍 소강정1길 96,043-537-6000,다자녀카드 결재시 2%할인
2666,글라스&렌즈스토리 충북진천점,안경점,진천군,충청북도 진천군 진천읍 남산길 791층,043-535-8585,다자녀우대카드 결제시 2%할인
2667,금강 랜드로바,피혁제품,진천군,충청북도 진천군 진천읍 읍내리 3-5,043-532-2388,다자녀카드결제시 5%할인
2668,금수강산,음식업,진천군,충청북도 진천군 진천읍 백곡로 1447,043-533-2211,다자녀카드 결재시 2%할인
2669,금수정이용원,이용업,진천군,충청북도 진천군 진천읍 문화로 147,043-533-0976,카드소지자 이용료 10% 할인
2670,금오가든,음식업,진천군,충청북도 진천군 초평면 화산리 513-5,043-534-4160,다자녀카드 결재시 5%할인
2671,금융 손세차장,세차,진천군,충청북도 진천군 덕산면 덕금로 817,,다자녀카드 5%할인 
2672,금자네식당,음식업,진천군,충청북도 진천군 덕산면 초금로 728,043-532-4888,다자녀카드 결제시 3%할인
2673,금호종합건재,철물건재,진천군,충청북도 진천군 백곡면 백곡로 911,043-532-5015,다자녀카드 결재시 3%할인
2674,길손식당,음식업,진천군,충청북도 진천군 진천읍 남산길 60,043-534-1934,다자녀카드 결제시 5%할인
2675,김가네,분식,진천군,충청북도 진천군 진천읍 상산로 70,043-536-0976,다자녀카드 결재시 2%할인
2676,김가네,요식업,진천군,충청북도 진천군 이월면 진안로 22,043-533-1894,다자녀카드 결제 시 2%할인
2677,김란한식뷔페,음식업,진천군,충청북도 진천군 백곡면 백곡로 927,043-534-4524,다자녀카드 결재시 2%할인
2678,김밥나라,분식,진천군,충청북도 진천군 덕산면 초금로 762,043-532-1117,다자녀카드결제시 5%할인
2679,김밥세상,분식,진천군,충청북도 진천군 진천읍 상산로 82,043-533-1555,다자녀카드 소지자 5%할인
2680,김애숙미용실,미용업,진천군,충청북도 진천군 진천읍 상산로 55-2,043-533-3049,카드소지자 미용료 10% 할인
2681,김진경자동차정비공업사,서비스업,진천군,충청북도 진천군 진천읍 문화로 631,043-534-5109,다자녀카드결제시 5%할인
2682,김형만손짜장,음식업,진천군,충청북도 진천군 덕산면 용몽로 142,043-532-5755,다자녀카드 5%할인 
2683,까사리빙,수입품,진천군,충청북도 진천군 진천읍 중앙서로 23 ,043-534-8529,다자녀카드 2%할인
2684,꽃나래,의류소매,진천군,충청북도 진천군 진천읍 중앙동로 86-1,043-533-3509,다자녀카드결제시 5%할인
2685,꽃마을,생화,진천군,충청북도 진천군 광혜원면 중리1길 27-1,043-535-4466,카드소지자 꽃바구니 꽃다발 10%할인
2686,꽃마을,화원,진천군,충청북도 진천군 광혜원면 바들말길 1기 16,,다자녀카드 2%할인
2687,꿀꺽,음식,진천군,충청북도 진천군 진천읍 대촌길 17,043-533-1253,다자녀카드결제시 5%할인
2688,꿀벅지 왕족발,음식업,진천군,충청북도 진천군 진천읍 중앙동7길 10-1,043-532-0082,5%할인
2689,꿈꾸는 다락방,음식업,진천군,충청북도 진천군 진천읍 중앙북로 14,043-536-1212,판매가 3% 할인
2690,꿈은이루어진다,한식,진천군,충청북도 진천군 이월면 송림리 448-17,043-537-5757,다자녀카드 결제 시 3%할인
2691,나고야 초밥,음식업(일식),진천군,충청북도 진천군 진천읍 중앙북로 55,043-537-1113,5%할인
2692,나들목식당,음식업,진천군,충청북도 진천군 초평면 초평로 1067,043-534-8980, 다자녀카드 결재시 5%할인
2693,나이트 노래연습장,노래방,진천군,충청북도 진천군 진천읍 중앙동6길 15,043-533-2520,시간당 30% 할인
2694,나하나칼라현상소,사진업,진천군,충청북도 진천군 덕산면 초금로 727,043-536-4379,다자녀카드 3%할인 
2695,남가네 설악추어탕,한식,진천군,충청북도 진천군 진천읍 중앙북로 10,043-534-5566,다자녀카드 결재시 2%할인
2696,남산골 가든,한식,진천군,충청북도 진천군 진천읍 문화3길 16,043-533-4283,다자녀카드 결재시 2%할인
2697,남양우유 신진천가정대리점,우유유제품,진천군,충청북도 진천군 진천읍 장관2길 159-1 남해오네뜨 상가 102호,043-534-3178,다자녀카드소지자 3%할인
2698,남한강메기매운탕,음식업,진천군,충청북도 진천군 덕산면 용몽로 154,043-536-2224,다자녀카드 5%할인 
2699,남해바다,음식(일식),진천군,충청북도 진천군 이월면 진광로 827,043-536-0924,두자녀 동반 및 다자녀카드 결제시 10% 할인
2700,낭만핫도그,음식업,진천군,충청북도 진천군 진천읍 상산로 77-11,043-537-5032,다자녀우대카드 결제시 5%할인
2701,노랑머리미용실,미용업,진천군,충청북도 진천군 덕산면 초금로 746,043-537-4656,다자녀카드 결제시 3%할인
2702,노리키친,음식업,진천군,충청북도 진천군진천읍 중앙서로 38-1,043-537-5988,음료수 2인 1캔(1500원상당) 서비스
2703,놀부네부대찌개,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 21,043-534-8833,세자녀 동반 시 음료서비스
2704,놀부식당,음식업,진천군,충청북도 진천군 덕산면 용몽2길 17,043-536-2155,다자녀카드 5%할인 
2705,농다리막국수어죽,한식,진천군,충청북도 진천군 문백면 농다리로 1032-7,043-533-8383,다자녀우대카드결제시 3%할인
2706,농다리찌개마을,한식,진천군,충청북도 진천군 문백면 농다리로 1032-5,043-532-6238,다자녀우대카드결제시 3%할인
2707,농어민후계장직판장,농축수산물,진천군,충청북도 진천군 진천읍 남산10길 32-3,043-533-6761,다자녀카드 결제시 5%할인
2708,느티나무집,음식업,진천군,충청북도 진천군 진천읍 백곡로 1253,043-532-5534,판매액 3%할인
2709,늘푸른식당,음식업,진천군,충청북도 진천군 진천읍 중앙북로 14,043-533-2455,판매금액의 3% 할인
2710,늘헤어샵,미용업,진천군,충청북도 진천군 덕산읍 초금로 745-1,043-536-8209,다자녀카드 5%할인 
2711,능이네,한식,진천군,충청북도 진천군 진천읍 상산로 10-18,043-533-7111,다자녀카드 결재시  2%할인
2712,니나네생고기점,요식업,진천군,충청북도 진천군 이월면 송림3길 8,043-536-0151,다자녀카드 결제 시 3%할인
